id,year,topic,top_terms,count,label_llm,summary_llm
2016:33,2016,33,"ロボット-robot, 宇宙 人, 公 魔法, 為る 謎, 人生 謳歌",4,ロボットと宇宙の謎,ロボットと宇宙人が織り成す物語を通じて、人生を謳歌するための魔法のような要素が描かれる。
2016:34,2016,34,"チート-cheat 有る, 残業 為る, 職場, 名乗る 女性, 契約",2,職場のチートと残業,契約社員として働く女性が、職場での残業やチート行為に直面し、自己の立場を名乗ることで葛藤する様子を描く。
2016:36,2016,36,"洞窟 中, 洞窟, 迷宮, 骸骨, 成る 物語",2,洞窟の迷宮と骸骨,洞窟の中で迷宮のように展開する物語が、骸骨を通じて人間の存在や運命を探求する。
2016:37,2016,37,"公爵 令嬢, 監獄, 二 王子, 王子, 王宮",1,王宮の囚われた恋,公爵令嬢が監獄に囚われ、二人の王子との運命的な出会いを通じて、愛と自由を求める物語。
2016:38,2016,38,"猫 姿, 猫 成る, 子猫, 為る 猫, 猫",1,猫の成長と変化,子猫が成長し、猫としての姿を形成していく過程を描いた作品。
2016:39,2016,39,"魔法 伝説, 精霊 魔法, 治癒 魔法, 魔法 使う, 人間 エルフ-Elf",1,魔法と精霊の伝説,人間とエルフが共存する世界で、治癒魔法や精霊魔法を駆使する冒険が繰り広げられる物語。
2016:40,2016,40,"精霊 さん, 魔獣, 魔法 使い, 鷲, 獣人",2,精霊と魔法の世界,精霊や魔獣、魔法使いが共存するファンタジーの世界で、鷲や獣人が織りなす物語が展開される。
2016:41,2016,41,"妖精, 魔力 無限, 後 魔物, 魔境, 魔力",1,魔力と妖精の世界,妖精たちの無限の魔力が後の魔物を生み出し、魔境を形成する様子を描いた物語。
2016:42,2016,42,"初恋, 思い出, 幼馴染み 女の子, 過去 戻る, 後悔",1,初恋の思い出と後悔,幼馴染の女の子との初恋を振り返り、過去に戻りたいという後悔が描かれる。
2016:43,2016,43,"貴族 娘, 侯爵 夫人, 国王 陛下, 王位 継承, 呼ぶ 王",1,王位継承と貴族の娘,侯爵夫人が国王陛下に呼ばれ、王位継承に関する貴族の娘の運命が描かれる物語。
2016:47,2016,47,"者 婚約, 結婚 為る, 男爵 家, 後継 者, 居る 令嬢",2,婚約と家族の運命,男爵家の令嬢が結婚のために婚約者を選ぶ過程と、その後継者としての運命を描く物語。
2017:0,2017,0,"ゲーム-game 世界, 居る ゲーム-game, ゲーム-game 中, ゲーマー, 其れ ゲーム-game",36,ゲームの世界とゲーマー,2017年のゲーム文化におけるゲーマーの存在とその影響を探る。
2017:1,2017,1,"発売 予定, ！ コミック-comic, 発売 ！, 漫画, 重版 決定",48,漫画の発売と重版,2017年に予定されているコミックの発売情報と重版決定についてのニュース。
2017:2,2017,2,"魔女, 殺戮 者, 不死 王, エルフ-Elf 少女, 使い魔",29,魔女と不死の王,魔女とエルフ少女が不死の王に立ち向かう物語。使い魔を使った殺戮者との戦いが繰り広げられる。
2017:3,2017,3,"戦国 時代, 帝国, 為る 歴史, 現代 日本, 日本 言う",14,戦国時代と現代日本,戦国時代の歴史が現代日本に与える影響を探求し、帝国の形成とその意義を考察する。
2017:4,2017,4,"魔力 量, 初級 魔法, 魔法 知る, 魔法 使う, 魔法 異",12,魔法の基礎と異なる力,初級魔法を学ぶことで、魔力の量や異なる魔法の使い方を理解し、魔法の世界を探求する。
2017:5,2017,5,"二 王女, 子爵 令嬢, 公爵 家, 者 公爵, プリンス-prince",5,貴族の恋愛模様,二人の王女と子爵令嬢が、異なる貴族家の者たちとの恋愛を通じて、権力や愛情の葛藤を描く物語。
2017:6,2017,6,"最強 パーティー-party, パーティー-party 追放, パーティー-party リーダー-leader, パーティー-party 抜ける, 元 パーティー-party",19,パーティーの追放と再生,最強のパーティーから追放されたリーダーが、新たな仲間と共に再起を図る物語。
2017:7,2017,7,"外れる スキル-skill, スキル-skill 進化, 外れ スキル-skill, 世界 スキル-skill, 無い スキル-skill",16,スキルの進化と外れ,スキルの進化が進む中で、外れるスキルや無いスキルの影響を考察し、世界におけるスキルの重要性を探る。
2017:8,2017,8,"前世 乙女, 悪役 令嬢, アナ-announcer, ヒロイン-heroine 悪役, 令嬢 クレア-外国",13,前世と悪役令嬢,前世の記憶を持つ乙女が、悪役令嬢として新たな人生を歩む物語。ヒロインとの対立が展開される。
2017:9,2017,9,"高卒, 優等 生, 自 堕落, 天使, ダンジョン マスター-master",4,高卒の天使と堕落,優等生が自堕落に陥り、ダンジョンマスターとしての役割を果たす物語。
2017:10,2017,10,"英雄 目指す, 勇者 中, 救国 英雄, 成る 運命, 大 罪人",16,運命の英雄と罪人,勇者が救国を目指す中で、運命に導かれた大罪人としての葛藤が描かれる物語。
2017:11,2017,11,"他 魔王, 持つ 魔王, 魔王 軍, 居る 魔王, 間 魔王",11,魔王の存在と影響,魔王の存在がもたらす影響や、彼らが持つ力、軍との関係について探求する。
2017:12,2017,12,"聖女 選ぶ, 居る 聖女, 有る 聖女, 聖女 様, 聖女 座",4,聖女の存在と選択,聖女の存在を巡る選択や役割について考察し、彼女たちが持つ象徴的な意味を探る。
2017:13,2017,13,"少女 ゲーム-game, ゲーム-game 事, 気付く ゲーム-game, ゲーム-game 関係, 乙女 ゲーム-game",6,少女とゲームの関係,乙女ゲームを通じて少女が自己を発見し、ゲームの中での人間関係に気付く様子を描く。
2017:14,2017,14,"王妃 様, 王太子 様, 姫 君, 貴族 男, 妃 様",7,王族の愛と権力,王妃や王太子、姫君、貴族たちの複雑な人間関係と権力闘争を描いた物語。
2017:15,2017,15,"前世 不幸, 今 生活, 無い 前世, 世界 記憶, 世界 一寸",3,前世と現在の影響,前世の不幸が今の生活に影響を与えない世界を描き、記憶の有無がテーマとなる。
2017:16,2017,16,"生 少年, 失う 少年, 謎 声, 居る 化け物, 洞窟 中",3,少年と化け物の謎,少年が洞窟で出会う化け物と、その声に秘められた謎を通じて、失うことの意味を探求する物語。
2017:17,2017,17,"為る 妹, 仕舞う 妹, 両親 妹, 為る 後輩, 何故 彼女",5,妹との関係性,妹との関係を通じて、家族や後輩との絆、そして彼女の存在意義について考察する。
2017:18,2017,18,"結婚 生活, 令嬢 婚約, 夫 態度, 妻 為る, 未亡人",4,結婚と未亡人の生活,令嬢の婚約と夫の態度が、妻としての役割や未亡人の生活に与える影響を探る。
2017:19,2017,19,"青春 物語, 幼少 頃, 幼稚 園, 夢 希望, 青春",5,幼少期の夢と希望,幼稚園時代の思い出を通じて、青春の夢や希望を描いた物語。
2017:20,2017,20,"容姿 端麗, 憧れ 的, 無い 少女, ブラコン-brother complex 妹, 王都 学園",3,憧れの少女とブラコン,容姿端麗な少女が王都学園で憧れの存在となり、ブラコンの妹との関係が描かれる物語。
2017:21,2017,21,"少年 スキル-skill, 剣 教える, スキル-skill 授かる, スキル-skill 授与, 剣 持つ",2,少年の剣とスキル,少年が剣の技術を教わり、特別なスキルを授かる成長の物語。
2017:22,2017,22,"転生 王子, 有る 王, 皇子, 七 王子, 後 宮入り",4,転生した王子の物語,転生した王子が七人の王子たちと共に後宮に入り、運命を切り開く冒険を描く物語。
2017:23,2017,23,"王子 妃, 王太子 殿下, 王子, 三 王子, 殿下 婚約",6,王子と婚約の物語,王子と王太子殿下の婚約を巡る物語。三王子の存在が複雑な人間関係を生み出し、愛と権力の葛藤が描かれる。
2017:24,2017,24,"最弱 冒険, さん 冒険, 新人 冒険, 謎 スキル-skill, スキル-skill 発揮",4,最弱の冒険者の成長,最弱とされる新人冒険者が、謎のスキルを発揮し成長していく物語。
2017:26,2017,26,"魔法 世界, 剣 魔法, 魔法 陣, 世界 剣, 世界 言う",2,魔法と剣の世界,魔法と剣が共存する世界を描き、魔法陣や冒険を通じて新たな可能性を探る物語。
2017:28,2017,28,"成る 魔王, 魔王 有る, 魔族 勢力, 神々, 其処 彼",3,魔王と神々の対立,魔王とその勢力が神々と対峙し、彼らの存在が物語の中心となる。
2017:29,2017,29,"娘 娶る, 彼 結婚, 娶る 事, 君-代名詞 結婚, アレクシア-Alexia",1,結婚と家族の選択,アレクシアが結婚を通じて家族の絆や個人の選択について考察する物語。
2017:30,2017,30,"魔法 ？, 陰陽 師, モンスター-monster 撃退, 妖怪, ファンタジー-fantasy １",2,魔法と妖怪の戦い,陰陽師が魔法を駆使してモンスターや妖怪を撃退するファンタジーの物語。
2017:31,2017,31,"様 ドラゴン-dragon, 為る ドラゴン-dragon, 邪竜, ファンタジー-fantasy 日間, ファンタジー-fantasy 5",1,ドラゴンとファンタジーの世界,ドラゴンや邪竜が登場するファンタジー作品の魅力とその影響を探る。
2017:32,2017,32,"前 死ぬ, 命 断つ, 為る 自殺, 言う 運命, 輪廻 転生",5,運命と輪廻の自殺,自殺を選ぶことで運命を断ち切る行為と、輪廻転生の概念が交錯するテーマを探求する。
2017:33,2017,33,"脇役, キャラ-character, 為る 物語, 素敵 イラスト-illustration, エンジョイ-enjoy",1,脇役の魅力と物語,脇役キャラクターが物語を彩り、素敵なイラストと共に楽しむ要素を提供する。
2017:34,2017,34,"無職 成る, 再 就職, 稼ぐ 金, コンビニ-convenience, 年 世界",2,無職と再就職の葛藤,無職から再就職を目指す中で、コンビニでの仕事を通じて稼ぐ金の重要性が描かれる。
2017:35,2017,35,"母 亡くなる, のんびり 暮らす, 人生 一変, 家 生まれる, 私-代名詞 人生",3,母の死と人生の変化,母の死をきっかけに、のんびりとした暮らしが一変し、新たな人生が始まる様子を描いている。
2017:36,2017,36,"呼ぶ 迷宮, 迷宮, 洞窟, 探索 者, 世界 謎",4,迷宮と探索の謎,迷宮や洞窟を舞台に、探索者が未知の世界を呼び寄せ、謎を解く旅を描く。
2017:37,2017,37,"元 公爵, 居る 侯爵, 王都 離れる, 王弟 殿下, 令嬢 エレン",3,王都を離れる令嬢,元公爵の令嬢エレンが、王弟殿下や侯爵と共に王都を離れる物語。
2017:38,2017,38,"私-代名詞 姿, 夢見る 居る, 王太子 妃, 妃 成る, 令嬢 有る",2,夢見る王太子妃の姿,王太子妃を夢見る令嬢の内面を描き、自己の存在と理想の間で揺れる心情を探求する物語。
2017:39,2017,39,"歳 迎える, 12 歳, 魔王 達, 王宮 騎士, 皇",2,12歳の魔王と王宮,12歳の魔王が王宮で迎える新たな年と騎士たちとの関係を描く物語。
2017:40,2017,40,"魔法 一, 何 魔法, 使う 魔法, 竜神, 巫女",2,魔法と竜神の物語,巫女が竜神の力を借りて魔法を使い、様々な試練に立ち向かう物語。
2017:43,2017,43,"貴族 令嬢, 公爵 令嬢, 世界 貴族, 有る 伯爵, 有る 王国",2,貴族社会の物語,貴族令嬢たちの生活と人間関係を描く物語。王国の中での権力や立場が交錯する様子が描かれる。
2017:44,2017,44,"悪役 令嬢, まったり 学園, 貴族 学院, 学園 入学, 為る 教師",1,悪役令嬢の学園生活,貴族学院に入学した悪役令嬢が、まったりとした学園生活を送りながら教師として成長する物語。
2017:45,2017,45,"異母 妹, 継母, 侯爵 令嬢, 侯爵 家, 義弟",1,家族の絆と葛藤,異母妹と継母、侯爵令嬢の複雑な関係が描かれ、家族内の愛憎や義弟との絡みが物語を彩る。
2017:46,2017,46,"子爵 令嬢, 私-代名詞 婚約, 婚約 解消, どう 婚約, 突然 婚約",1,婚約の解消とその影響,子爵令嬢が突然の婚約解消に直面し、私の感情や状況をどう受け止めるかを描く物語。
2017:47,2017,47,"結婚 為る, 子爵 家, 侯爵 夫人, 騎士 居る, 貴族 有る",1,貴族社会の結婚観,貴族階級における結婚の重要性と、家族の名誉を守るための選択が描かれる。
2017:48,2017,48,"妹 婚約, 伯爵 家, 姉妹, 兄弟 居る, 天使 様",2,姉妹の婚約と家族,妹の婚約を巡る伯爵家の姉妹と兄弟の関係が描かれ、家族の絆と天使のような存在がテーマとなる物語。
2017:49,2017,49,"転移 者, 独り暮らし 始める, 普通 生きる, 世界 否応, 転移 巻き込む",3,転移と孤独な生活,転移者が独り暮らしを始め、普通の生活を求める中で、世界に巻き込まれていく様子を描く。
2017:50,2017,50,"生まれ変わる 事, ゲーム-game 大好き, ゲーム-game 酷似, 乙女 ゲーム-game, 私-代名詞 転生",3,転生とゲームの融合,乙女ゲームにおける転生テーマが描かれ、プレイヤーの自己投影と新たな人生の選択が探求される。
2018:0,2018,0,"ゲーム-game 機, 私-代名詞 ゲーム-game, ゲーム-game 初心, ゲーム-game 世界, 居る ゲーム-game",38,ゲームの世界と自己認識,ゲームの中での自己の存在や初心者としての体験を通じて、ゲームの世界におけるアイデンティティを探求する。
2018:1,2018,1,"発売 為る, ！ コミカライズ, 文庫 発売, 発売 ！, 魔剣",48,魔剣のコミカライズ,2018年に発売された魔剣をテーマにした文庫のコミカライズについての情報。
2018:2,2018,2,"魔女, 世界 女神, 様 魔法, 成る 魔物, 魔法 使う",34,魔女と女神の魔法,魔女が女神の力を借りて魔法を使い、魔物に変わる過程を描く物語。
2018:3,2018,3,"時 日本, 主義 有る, 現代 日本, 戦国 時代, 世界 日本",27,現代日本と戦国時代の主義,現代日本における主義の形成と、戦国時代の影響を探る。
2018:4,2018,4,"生まれる 魔力, 魔術 師, 魔力 量, 世界 魔術, 魔術 才能",21,魔術と才能の世界,魔術師の生まれ持った魔力や才能が、世界における魔術の重要性を示す。
2018:5,2018,5,"王子 婚約, 公爵 令嬢, 子爵 令嬢, 一 王子, 馬鹿 王子",17,王子と令嬢の婚約,王子と二人の令嬢の婚約を巡る物語。王子の選択がもたらす波乱と恋愛模様が描かれる。
2018:6,2018,6,"パーティー-party 追放, 魔族 有る, 元 パーティー-party, 盗賊, 魔族",7,追放されたパーティーの逆襲,元パーティーのメンバーが魔族に追放され、盗賊と共に復讐を果たす物語。
2018:7,2018,7,"無し スキル-skill, スキル-skill 所持, スキル-skill 有る, 為る スキル-skill, チート-cheat スキル-skill",9,スキルとチートの関係,スキルの有無や所持状況が、チート行為とどのように関連しているかを探る。
2018:8,2018,8,"美女 成る, 少女 生まれ変わる, 乙女 ゲーム-game, 女優, シエラ-sierra",15,美女と少女の生まれ変わり,乙女ゲームの中で、女優シエラが美女として生まれ変わる物語を描く。
2018:9,2018,9,"人 見知り, 生 男子, 違い 戸惑う, 青春, 学園 生活",12,青春の戸惑いと成長,人見知りの男子が学園生活での違いに戸惑いながら、友情や自己成長を模索する青春物語。
2018:10,2018,10,"貴族 嵌める, 人 運命, 権 無い, 暗殺 者, 死者",9,運命と権力の暗殺者,貴族が運命に嵌められ、権力を持たない者による暗殺が死者を生む物語。
2018:11,2018,11,"魔王 軍, ： 帝国, 天王 魔王, 魔法 支配, 王国 内",6,魔王と帝国の支配,魔王が率いる軍が帝国を支配し、王国内部での魔法の影響力が強まる様子を描く。
2018:12,2018,12,"聖女 召喚, 聖女 言う, 女神 力, 僧侶, 騎士 目指す",8,聖女と騎士の物語,聖女が召喚され、女神の力を受けた僧侶と騎士が共に冒険する物語。
2018:13,2018,13,"ゲーム-game シナリオ-scenario, 無理 ゲー-game, ゲーム-game 転生, ゲーム-game 世界, 乙女 ゲーム-game",6,ゲーム転生と乙女ゲーム,2018年の作品で、ゲームのシナリオや無理ゲー要素を通じて、転生したキャラクターが乙女ゲームの世界で繰り広げる物語を描く。
2018:14,2018,14,"皇后, 美姫, 相手 結婚, 為る 皇帝, 日 王太子",4,皇后と王太子の結婚,2018年のテーマは、皇后と美姫の結婚を巡る物語で、相手の皇帝との関係が描かれています。
2018:15,2018,15,"好き 世界, 世界 暮らす, 世界 行く, 世界 生活, ！ ファンタジー-fantasy",4,ファンタジーの世界での生活,好きな世界で暮らし、冒険するファンタジーの魅力を描く物語。
2018:16,2018,16,"妖怪, 倒す 魔物, 体力 魔力, 魔法 学院, ゴブリン-goblin 追い掛ける",6,魔法学院と妖怪退治,魔法学院での冒険を描き、ゴブリンなどの妖怪を倒すために体力や魔力を駆使する物語。
2018:17,2018,17,"姉妹, 頃 両親, 物語 様, 彼女 一緒, 嫁入り",6,姉妹の嫁入り物語,両親と共に過ごした頃、姉妹の絆と嫁入りを巡る物語が展開される。
2018:18,2018,18,"私-代名詞 婚約, 居る 婚約, 結婚 決まる, 嫁 さん, 新婚 生活",5,婚約と新婚生活の葛藤,私の婚約から新婚生活にかけての心情や葛藤を描いた物語。
2018:19,2018,19,"為 物語, 教室, 授業 中, 日 書籍, 教師",3,教室の物語と教師,授業中の教室での物語を通じて、教師と生徒の関係や学びの重要性が描かれる。
2018:20,2018,20,"ぽんこつ 少女, 幼馴染み 居る, 女の子, 彼女 為る, 好く 過ぎる",9,幼馴染みとの恋愛,ぽんこつ少女が幼馴染みの男の子を好きすぎる様子を描いた物語。彼女の成長と恋の行方がテーマ。
2018:21,2018,21,"魔物 狩り, 魔物 巣窟, スキル-skill 得る, 仲間 勇者, 学力",4,魔物狩りと仲間の絆,勇者たちが魔物の巣窟でスキルを得る過程を描き、仲間との絆や学力の重要性を探る物語。
2018:22,2018,22,"有る 王, 皇帝 陛下, 為 王都, 上級 貴族, 王子 為る",8,王と権力の象徴,2018年の作品では、王都における上級貴族や王子の役割を通じて、権力とその象徴としての王の存在が描かれている。
2018:23,2018,23,"王太子 様, 王太子 側近, 二 皇子, 皇族, 隣国 王太子",4,皇族の権力闘争,王太子とその側近、二皇子、隣国の王太子との間で繰り広げられる権力争いとその影響を描く物語。
2018:24,2018,24,"ヒロイン-heroine 出会う, ヒロイン-heroine 選ぶ, ヒーロー-hero ヒロイン-heroine, 他 攻略, ギルド-guild 追放",4,ヒロインとの出会いと選択,ヒーローがヒロインと出会い、彼女を選ぶ過程や、ギルドからの追放を通じて描かれる物語の展開。
2018:25,2018,25,"居る 恋, 恋 成就, 惚れる 居る, 恋愛 要素, 穏便 婚約",3,恋愛の成就と居る,恋愛における成就や惚れ合う要素、穏便な婚約の重要性を探る。
2018:26,2018,26,"人々 物語, のんびり ライフ-life, ライフ-life 始まる, 二 人生, 世界 住人",1,のんびりとした人生の物語,人々の穏やかな生活を描いた物語が展開され、二人の人生が新たな世界で始まる様子が描かれる。
2018:27,2018,27,"ドラゴン-dragon 倒す, 最強 ドラゴン-dragon, ドラゴン-dragon, 竜, 有る 勇者",3,勇者と最強のドラゴン,勇者が最強のドラゴンを倒す物語。ドラゴンとの戦いを通じて勇気と成長が描かれる。
2018:28,2018,28,"神 因る, 神 殺し, 不死 者, 人類 滅亡, 世界 多く",3,神と人類の滅亡,神による不死者の存在が、人類の滅亡を引き起こす世界の様子を描写している。
2018:29,2018,29,"エミリア, 花嫁 為る, リカ, 数奇 運命, 有る ノア",4,運命に翻弄される花嫁,エミリアとリカの物語は、数奇な運命に導かれ、花嫁としての役割を果たす中での葛藤を描いている。
2018:31,2018,31,"オカルト-occult, 妖怪, 居る 物語, ホラー-horror, 超絶",2,オカルトと妖怪の恐怖,2018年の作品では、オカルトや妖怪が絡む物語が展開され、超絶的なホラー体験が描かれている。
2018:32,2018,32,"人生 後悔, 人生 遣り直す, 此れ 人生, 病 倒れる, 為る 人生",2,人生の再生と後悔,病に倒れた主人公が人生を振り返り、後悔を抱えつつも新たな道を模索する物語。
2018:33,2018,33,"登場 人物, 宇宙 人, ？ 世界, 目覚める 主人, 居る 異",1,異世界での目覚め,主人公が異なる宇宙の人物と出会い、目覚めることで新たな世界に踏み込む物語。
2018:34,2018,34,"退魔 師, ジャンル-genre 別, ジャンル-genre, ロー-low ファンタジー-fantasy, 成る 総合",1,退魔師のロー・ファンタジー,退魔師をテーマにしたロー・ファンタジー作品の多様性とその特徴について考察する。
2018:35,2018,35,"生 転生, 超 貧乏, 天涯 孤独, 様 生活, 私-代名詞 生活",3,孤独な転生と生活,超貧乏な状況で生きる主人公が、転生を通じて天涯孤独な生活を描く物語。
2018:36,2018,36,"居る 迷宮, 迷宮 迷宮, 迷宮, オカルト-occult, 現われる モンスター-monster",4,迷宮のオカルトとモンスター,迷宮に潜むオカルト的存在と、そこに現れるモンスターの関係を探求する。
2018:37,2018,37,"国外 追放, 誘拐 事件, 公爵 令嬢, 追放, 奴隷",1,追放された公爵令嬢の運命,国外に追放された公爵令嬢が誘拐事件に巻き込まれ、奴隷としての運命を辿る物語。
2018:38,2018,38,"御 隣り, 子猫, 住む 居る, 遭遇 為る, トウキョウ",1,東京の隣人と子猫,東京での隣人との出会いと、子猫との生活を通じて描かれる心温まる物語。
2018:40,2018,40,"魔獣, 其処 魔法, 魔法 存在, 私-代名詞 魔力, 魔力",2,魔獣と魔法の存在,魔法と魔獣の関係を探求し、私の魔力がどのように影響を与えるかを考察する。
2018:41,2018,41,"後 魔物, 魔境, 眷属 成る, 世界 作る, フィクション-fiction 登場",2,魔物とフィクションの世界,魔物や眷属が登場するフィクションの中で、彼らが新たな世界を作り出す様子を描く。
2018:42,2018,42,"後悔, 後悔 為る, 死後, 居る 幼馴染み, 俺 高校",1,高校時代の後悔,幼馴染みとの関係を振り返り、死後も残る後悔を描く物語。高校生活の選択がもたらす影響を考察する。
2018:43,2018,43,"魔女 呪い, 女王 呼ぶ, 魔女, 王位 継承, 女王",2,魔女と王位継承の呪い,魔女の呪いが女王を呼び寄せ、王位継承に影響を与える物語。
2018:44,2018,44,"伯爵 令嬢, 王都 学園, 令嬢 ディアナ, 令嬢 目指す, 有る 学園",4,学園での令嬢の成長,王都の学園で、令嬢ディアナが理想の令嬢を目指して奮闘する物語。
2018:45,2018,45,"継母, 孤児 院, 愛する 彼女, 姉 因る, 異母",3,異母姉妹の愛と孤独,異母姉妹の関係を描き、孤児院での生活や継母との葛藤を通じて、愛と孤独のテーマを探求する物語。
2018:47,2018,47,"結婚 為る, 貴族 娘, 歳 誕生, 子 自分, 後妻 入る",1,結婚と家族の再構築,貴族の娘が結婚し、後妻として新たな家族を築く過程を描く物語。
2018:48,2018,48,"美しい 妹, 伯爵 令嬢, 二 王子, 伯爵 家, 妃 成る",1,美しい妹と王子たち,美しい妹が伯爵家の令嬢として、二人の王子との関係を通じて妃となる物語。
2018:49,2018,49,"粗筋 俺, 上司, 転職, 仕舞う 何故, 全て 俺",2,転職と自己探求,上司との関係や転職を通じて、自分自身の存在意義や人生の選択について考える物語。
2019:0,2019,0,"ゲーム-game 世界, 此れ ゲーム-game, ゲーム-game 遣る, ゲーム-game 内, ゲー-game",62,ゲームの世界観,ゲームの世界における体験や行動について探求し、プレイヤーの視点からその魅力を考察する。
2019:1,2019,1,"読者, 日 コミカライズ, 様 2021, 9 ／, ／ 24",35,コミカライズと読者の関係,2019年における日コミカライズの進展と、読者の反応や影響について考察する。
2019:2,2019,2,"魔女, 魔女 為る, 此れ 魔法, 女神 呼ぶ, 錬金 術士",23,魔女と錬金術の神秘,魔女が魔法を用いて女神を呼び出し、錬金術士としての力を発揮する物語。
2019:3,2019,3,"現代 日本, 日本 人, 有る 日本, 生まれ変わり 有る, 者 前世",17,日本人の生まれ変わり,現代日本における生まれ変わりの概念と前世の影響を探求する。
2019:4,2019,4,"魔術 才能, 持つ 魔法, 魔術 極める, 魔術 師, マジック-magic",23,魔術と才能の探求,魔術の才能を持つ者が、魔法を極める過程を描く。魔術師としての成長と挑戦がテーマ。
2019:5,2019,5,"公爵 令嬢, 王子 婚約, 男爵 令嬢, 公爵 家, 王子 有る",32,恋愛と階級の葛藤,公爵家の令嬢と王子の婚約を巡り、男爵家の令嬢が絡む恋愛模様と階級の対立が描かれる物語。
2019:6,2019,6,"パーティー-party 追放, パーティー-party リーダー-leader, 元 パーティー-party, パーティー-party 一員, パーティー-party 結成",40,パーティーの結成と追放,パーティーのリーダーや元一員の追放を通じて、組織の内部対立や結成の背景が浮き彫りになる。
2019:7,2019,7,"レア-rare スキル-skill, 最強 スキル-skill, スキル-skill レベル-level, スキル-skill 取得, 為る スキル-skill",17,レアスキルの取得と成長,レアスキルの取得とそのレベルアップが、キャラクターの最強化に繋がる過程を探る。
2019:8,2019,8,"アナ-announcer, 腐 女子, 乙女 ゲーム-game, リリー-lily アナ-announcer, ゲーム-game 世界",18,アナウンサーと乙女ゲーム,アナウンサーと腐女子文化が交差する乙女ゲームの世界を探求する。
2019:9,2019,9,"女子 生徒, 学校 一, 高校 生活, 孤立 為る, 高校 三",29,高校生活の孤立,高校三年生の女子生徒が学校で孤立し、友人関係や社会的なつながりの重要性を再認識する物語。
2019:10,2019,10,"馬鹿 王子, 勇者 首, 大 貴族, 権力 者, 武将 転生",11,転生した武将の逆襲,大貴族の権力者に立ち向かう転生した武将が、馬鹿王子と勇者の首を狙う物語。
2019:11,2019,11,"魔王 討伐, 魔王 力, 魔王 言う, 邪神 倒す, 魔王 軍",16,魔王討伐の物語,魔王の力を巡る戦いと、邪神を倒すための冒険が描かれる物語。
2019:12,2019,12,"聖女 成る, 偽 聖女, 聖女 有る, 聖女 様, 新しい 聖女",22,聖女の概念の変遷,聖女の存在や役割が時代と共に変化し、偽聖女や新しい聖女の概念が浮かび上がる。
2019:13,2019,13,"ゲーム-game 本編, ゲーム-game 中, ゲーム-game 転生, 乙女 ゲーム-game, 前世 プレー-play",9,乙女ゲームの転生物語,前世の記憶を持つ主人公が乙女ゲームの世界で新たな人生を歩む物語。ゲーム内の選択が運命を左右する。
2019:14,2019,14,"皇太子 妃, 王女, 王妃, 侯爵 令嬢, 皇后",17,皇族と貴族の関係,2019年の文脈において、皇太子妃や王女、王妃、侯爵令嬢、皇后の役割とその相互関係を探る。
2019:15,2019,15,"世界 生まれ変わる, 世界 得る, 生まれ変わる 居る, 世界 ！, 豊か 為る",2,生まれ変わる世界の豊かさ,新たな世界での生まれ変わりを通じて、豊かさを得る可能性を探求する。
2019:16,2019,16,"魔法 学院, 成り上がる 物語, 魔法 レベル-level, 想像 以上, 確率",2,魔法学院の成り上がり,魔法学院での成長を描いた物語。主人公が想像以上の魔法レベルを持ち、確率を超えて成り上がる様子を追う。
2019:17,2019,17,"仕舞う 姉, 姉 達, 無い 姉, 仲 悪い, 為る 性格",6,姉妹の関係性の葛藤,姉妹間の仲の悪さや性格の違いが、互いの関係を仕舞う要因となる様子を描写している。
2019:18,2019,18,"私-代名詞 婚約, 愛する 結婚, 居る 浮気, 新しい 恋, 世界 恋愛",11,愛と浮気の新しい世界,婚約中の私が新たな恋に目覚め、愛と浮気の複雑な関係を探求する物語。
2019:19,2019,19,"彼 学校, 学校 中, 生徒 達, 少年 スキル-skill, 迫害 為る",6,学校での少年の迫害,学校内での生徒たちによる少年への迫害と、その中で彼が身につけるスキルについての物語。
2019:20,2019,20,"俺 彼女, 言う 美, 此れ 恋, デレ 少女, 幼馴染み 居る",11,幼馴染みとの恋愛,幼馴染みの少女との関係を描き、彼女への想いと美しさを語る恋愛物語。
2019:21,2019,21,"錬金 術, 為 能力, スキル-skill 他, 人 女神, 女神 貰う",4,錬金術と女神の力,錬金術を通じて、女性キャラクターが女神の能力を得る過程とその影響を描く物語。
2019:22,2019,22,"帝国 貴族, 成る 侯爵, 皇帝 呼ぶ, 為る 王子, 王国 守る",5,帝国と貴族の権力,帝国の貴族が侯爵となり、皇帝を呼び寄せ、王子として王国を守る姿を描く物語。
2019:23,2019,23,"王子 殿下, 為る 王子, 二 王子, 王子, 陛下 御",5,王子の役割と責任,王子たちの立場や責任について探求し、彼らが果たすべき役割を考察する。
2019:24,2019,24,"頃 冒険, 為る 冒険, 一人 冒険, 呼ぶ 迷宮, ダンジョン 攻略",8,迷宮の冒険と攻略,一人で迷宮に挑む冒険を描き、ダンジョン攻略の過程での成長や発見を探求する物語。
2019:25,2019,25,"恋 為る, 女性 恋, 人 気持ち, 私-代名詞 付き合う, 美 男子",7,恋愛と自己表現,女性の恋愛感情と美男子との関係を通じて、自己の気持ちを表現する様子を描く。
2019:26,2019,26,"神 名乗る, 世界 戻る, 後 神, 居る 神, 死亡 為る",1,神と死の再生,神を名乗る存在が、死後の世界に戻ることで新たな神の姿を示す物語。
